"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"14477","NOL4L","4120.46175361911","3289.69477843638","9458.78698914265","5484.90286454398","8769.42225451896","4637.07202279536","3747.17422465521","5127.15871777128",5217.80288786501,4822
"10937","LOC101929536","15488","13952","16116","247","8059.49999999999","7235","13378","819",5217.96267869173,4823
"12569","MER34B.ERV1.LTR","5843","4690","11871","4730","3432.5","4365","4344","5495",5218.86647147578,4824
"10049","LINC02135","9511.23483045181","7222.69298807585","12264.0123939924","2458.34009038619","12401.0299572253","4214.65775597498","4487.0987285773","1133.03353877985",5218.91090924785,4825
"23135","USP32P1","14031.125614148","15932.5491369084","61.3351449007826","11017.432595664","5259.68000452498","13562.7320256651","15532.499348141","3294.66386752882",5220.24417249883,4826
"15725","PKD1L3","9088.27977730188","7217.07149081473","11212.6782638519","3826.40027163401","5993.48273046069","4563.47500440949","5398.18833945703","1327.91308946398",5220.55750861825,4827
"2879","CCDC30","9750.28446860047","7382.11424101135","12762.4679980071","1935.28563110524","7104.08063646829","3812.57378793747","4152.9805601002","2760.58458526717",5220.9028314259,4828
"19206","SCARNA18","14705","12870","15947","783","8059.49999999999","4690","6268","986",5220.91228884292,4829
"17210","RHOT2","3771.81342517098","1973.38048408033","14498.4175463548","4149.44938698894","6464.17308387875","3928.76559153514","3196.42998476878","15202.5544680783",5221.59123244116,4830
"18523","RP11.677M14.7","13593","11561","14807","1808","8059.49999999999","2275","2275","3150",5221.7936947521,4831
"8641","INTS9","1232.4796068935","1263.38613723889","8363.44142465712","8753.6651509946","7861.15450880737","8814.12911033669","5703.38881647517","12281.5627208339",5222.37307443031,4832
"13227","MIR6750","10608","8995.00000000001","12482","3028","9202","2806","4235","1403",5222.39195410923,4833
"12715","MER91B.hAT.Tip100.DNA","2287","1813","10791","9134.00000000001","3432.5","8714","4793","9443.99999999999",5222.42572686763,4834
"24140","ZNF426","4170.20166886367","2802.08674830605","10728.361759618","4841.82163796411","7177.82466839522","4367.5218394452","3662.84596351143","7940.29058342195",5222.55445018172,4835
"10694","LOC101928069","11130.4328756792","9341.38073306082","11475.605517793","2101.60058051001","5259.68000452498","3763.52892907707","4481.73794414622","2489.17978458769",5222.91884869955,4836
"15333","PCSK7","3317.10443734498","2633.25321297444","9895.15333553835","4687.86314522607","9005.43296456757","4751.70553881551","3559.57899451592","8973.26472710478",5222.98834582632,4837
"2090","BTN2A3P","13048.270655134","12394.2413495719","7146.85167686846","4210.87857496856","8581.03366043161","2263.32302485153","2955.06957271613","1983.59448075235",5223.31109375363,4838
"17446","RNU6-5P","13148","12059","11404","3768","5771","2567","7071.99999999999","777",5223.93077673419,4839
"12159","MAGI3","13294.2596034006","7997.43146801323","15066.0032682184","2866.93084379614","9771.78876289707","2248.42584582385","2360.46763969698","2329.28799323318",5224.11801599339,4840
"17848","RP11-321F8.4","13056","11846","11728","2997","5771","2404","6007","1225",5224.37062070317,4841
"16105","PPIAP22","3709","2846","8051","5872","5771","6132","3568","8809.00000000001",5224.46152068876,4842
"1947","BLTP3B","6614.04921830604","4755.44568034097","12406.7264440021","3602.67531051338","11440.2892537545","3923.80523660462","3979.21563410904","2212.42752349443",5225.09263019901,4843
"8213","HYAL1","12029.4495609354","10489.475001829","9658.18420868566","2048.02186489604","7524.86283988213","3603.67978840205","3753.7160716637","2187.95304219669",5225.42624850849,4844
"8669","IQCH-AS1","9250.36611034986","5898.76023323396","15189.423977609","2484.06136965434","6984.45711673808","2649.62694119509","2473.34472152802","5904.67421292311",5226.09931323231,4845
"18102","RP11-486I11.2","7612","3971","13467","4039","5771","3130","3095","6055",5226.23818904478,4846
"10662","LOC101927943","15269","14246","14211","3538","8059.49999999999","2275","2275","1220",5226.24291647725,4847
"5676","EPRS","1021.86896092719","1276.86889322735","4804.68476380515","12776.194076307","11035.5613241933","10229.1002277255","4845.22379320726","12708.6057082454",5226.44567259884,4848
"2913","CCDC78","10694.900467045","8368.61906170905","13446.4910664455","3178.57043338668","5259.68000452498","2523.15913093091","2970.34459280401","3692.28384607684",5226.48434811656,4849
"615","ADPRHL1","11911.4206531213","9292.06373143614","13118.6193560763","2268.52113983739","8008.61782872791","3604.07932134838","4023.76779294839","1456.73586555523",5227.07873778841,4850
"3119","CD99P1","4742.46529679378","3708.72584876891","9376.92127559807","3750.23202211161","8609.7856209391","5069.43527886735","4356.19976560498","4742.724487932",5227.62424068545,4851
"608","ADORA2A.AS1","6376","7098","4739","4686","3432.5","5415","5962","5008",5227.62979284639,4852
"15974","POLDIP3","2252.2281383026","1610.33607116178","8628.50836511657","5971.18635787899","8757.54668238974","5919.6346461404","4867.22645415384","11829.7336148507",5227.660695711,4853
"24311","ZNF628","11027.9315638477","6904.93722547062","15633.6605761355","1305.3011706165","7515.37488209254","2740.30693127292","4376.50494807355","3984.1604208408",5227.93179169743,4854
"22724","TTL","3797.5162939392","2458.8879319389","12039.5748240708","4033.17553822397","7431.68860527647","4333.89743479949","3681.3085546049","10387.2352171793",5228.42186206544,4855
"1898","BGN","11704.6108008767","6646.92094130809","19637.6087648165","2974.88285483647","7065.36517102972","2998.29034618064","3441.47468391095","1685.82324103092",5228.62638061625,4856
"10480","LOC101060216","11367","14530","975","10230","8059.49999999999","2275","2275","8133",5228.94621508549,4857
"15284","PCDHGA9","9155.94014834085","7048.13975457354","11627.8223670643","4906.06644879581","7919.78905969092","6465.99373646464","6700.92829390077","442.464687856557",5229.03403339814,4858
"5564","EML5","12095.7317265224","12046.6441800196","6028.39995355319","5537.41365621172","7556.55725181779","2091.60823291552","2220.85569094437","3273.76236156506",5229.04504545224,4859
"3911","COPA","1140.0701817979","1653.71771812276","7175.83529436327","9650.04489444106","8226.67450340026","7846.08381785839","5902.75320852601","11240.3639350348",5229.23762499504,4860
"19820","SLC25A27","9064.00713931447","9824.07177637551","9373.80391456431","3755.96327232009","7678.9426414125","2721.74429009433","2588.91883289046","3298.06344229356",5229.64120638366,4861
"22555","TRNH","15404","14728","12786","3976","8059.49999999999","2275","2275","1163",5229.69212197281,4862
"11085","LOC102723701","13467.1293526126","13224.7081631316","8462.02907109165","6425.11665263752","9682.36045600451","2763.95549891817","4197.60348294118","514.447276210109",5229.78583464114,4863
"23954","ZNF134","2746.95753932389","2203.92696731825","8881.71032538623","4375.94317171231","9074.77507132285","6271.5791413853","4769.22925569963","8762.73621932989",5229.85643525163,4864
"20017","SLC6A2","10344.460142257","6252.85476903034","18986.0410068985","2776.94497659679","9576.96454448581","2814.18298872319","2985.9484130587","2039.88869763116",5230.06523408416,4865
"24271","ZNF583","9513.88629289262","5883.33131112716","14487.5582046916","2845.88489663777","7722.20499009542","3410.59072790323","3860.89519179964","2385.80885976473",5230.1127017766,4866
"20997","STUB1","1980.43177311883","1576.59087110486","8473.22334599498","6392.92760312184","6837.1031549167","6833.35559428537","4719.31339049252","15015.4511795331",5230.20650347624,4867
"16048","PORCN","9201.07477211248","6510.61786358095","14387.3472118639","1628.5776059893","6291.57936310867","3275.48282641165","3345.90672612114","5790.3615658295",5230.73909692052,4868
"3462","Charlie17a.hAT.Charlie.DNA","4737","3093","13596","4377","7777","3579","3166","7294",5230.76470047559,4869
"13520","MORN1","12394.2778766376","7103.09269136049","15804.4173850719","2961.15007499495","10243.0518404661","2381.38112814418","2486.79910818333","2242.69814188052",5230.84893628283,4870
"10069","LINC02458","3565.56308950808","2736.39354740417","12772.0771660854","5777.84366859931","8423.78667367761","7429.1156788581","6130.28626623401","2029.94801973236",5231.09996827576,4871
"13346","MKL1","2194.06665666419","2212.05012219832","8011.68853478542","5904.80863962887","7208.15945157299","5216.3146753806","4825.11189146591","13471.2836125995",5231.60444611794,4872
"10262","LOC100133985","15035","13375","15968","247","8059.49999999999","5764","10658","1429",5231.61275085628,4873
"8907","KCND1","13222.4677770165","10462.6783216648","14214.3995640336","1647.43481130025","8608.3716059311","2172.49223021739","2412.25034534653","3840.44897335885",5231.74984790412,4874
"12202","MamTip1.hAT.Tip100.DNA","6044","5071","11215","3410","3432.5","4012","4391","7928",5232.49454195187,4875
"23170","UTF1","15397","15081","11903","2559","3432.5","2492","8368.99999999999","1110",5232.61175447288,4876
"2119","C10orf131","15172","14051","14570","3309","8059.49999999999","2275","2275","1312",5233.15852086832,4877
"20327","SNORA79","15500","13985","16078","646","8059.49999999999","4813","8061","799",5233.16944036654,4878
"3455","Charlie13a.hAT.Charlie.DNA","6770","4667","13937","2441","12383","2629","2757","5832",5233.3440398805,4879
"24137","ZNF419","1775.41983356971","1445.36905904862","11085.9256480229","6452.16864155601","11692.6446562747","6146.51328978683","4228.83276459861","10089.8663803952",5233.6011752242,4880
"2386","C22orf23","10774.0970077261","7667.43605741516","14285.0277997515","2891.81426065558","9678.82550736406","1831.57958317478","2000.79493325016","4652.48445600198",5233.92278930702,4881
"7829","HIRA","8177.18537815047","6619.79276274164","12969.2132746693","3225.96706875255","7082.14686439944","2338.03416166702","2689.32473342259","5587.13168316556",5234.30128244723,4882
"1642","ATP6V1E2","4567.15317732708","4322.9223332801","8235.32230741105","4820.72253037847","9394.29213828865","4214.49645850362","3907.84833164364","4648.60156877777",5234.62639499011,4883
"13322","MIR940","13360.495724336","11820.693211483","13327.2421753339","2502.34889653701","10866.0790996569","2313.17962986016","3216.98228158005","1324.46593010164",5234.98774034891,4884
"17745","RP11-23J18.1","1374","3866","2278","12231","5771","11738","6909","8152",5235.68610533666,4885
"7440","GUCA1B","4320.89289685706","2930.02718066675","11788.2942262821","4086.65384753661","9176.77354720029","4829.43463902145","4277.2375534508","4884.82907675772",5235.79793761107,4886
"21536","THAP3","3124.41747790501","2197.76447139805","10565.5655222037","4957.05771256382","8316.56930436804","5837.50799787398","4434.69478874084","7300.53945053299",5236.3921681121,4887
"16517","PSMD8","1596.58775319702","1643.64442237794","6295.5885545405","8141.06366399898","7191.31516095778","7387.15723724547","5140.1481723132","15407.2626604921",5237.06685207636,4888
"10486","LOC101060400","16317","16124","7136","5738","8059.49999999999","9367.99999999999","15482","45",5237.99863434721,4889
"8202","HTRA4","7949.95111783362","6342.31677328732","12096.1305250067","3528.53233837264","10457.3879159855","4292.56187964433","4529.98303452244","1294.97654902262",5238.04110354649,4890
"7213","GPR135","13303","12798","8903","3021","8059.49999999999","2275","2275","2967",5238.06526634513,4891
"24027","ZNF251","9405.74190993681","6220.80302573212","14737.825853968","2348.04375419369","8229.9606839025","2502.29848823456","2393.2223049199","5680.60209199463",5238.25546647624,4892
"10304","LOC100289511","13540.0332348189","13230.6262890311","9942.53589382507","1303.12125299221","5259.68000452498","4255.19976029328","5091.30140533832","2143.74858600536",5238.36200688951,4893
"19971","SLC46A1","4213.26041270877","3257.78891120935","9987.70975082012","4799.067371258","6783.11673877363","5393.50778635318","4441.71058363318","5307.14477816181",5238.83203632023,4894
"17961","RP11-394B2.5","14074","12207","14168","1314.5","5771","2136","5238","2748",5239.2156159822,4895
"6091","FAM32A","1482.62570112124","1920.60831046225","4857.86240603174","9401.1005174924","8856.11321339057","6758.06089985246","4642.54310376889","15725.8400778048",5239.81750938284,4896
"11159","LOC102724017","13477","11754","13598","2235","8059.49999999999","2275","2275","2830",5239.90727757905,4897
"15170","PARD3B","10149.1846963192","8829.22612690376","2551.98922411518","5036.93875285377","7500.62262415594","5357.68784085075","5837.6947504987","2103.57552752451",5240.03502026549,4898
"19704","SKIC2","1517.30968732","997.465219113487","9775.83619029958","6769.96177430218","11687.5730473891","6887.20898848527","4842.10036182427","14563.9073618883",5240.21284420973,4899
"13066","MIR4442","15541","15476","7297.99999999999","9425","3432.5","8546","15256","77",5241.92698532075,4900
"16841","RAC1","5828.72385777504","5540.95531927956","9349.60079329198","6313.18946940235","8707.50158712112","5584.9843141796","4931.7166304138","1247.11254433922",5242.06513329857,4901
"1930","BLACKJACK.hAT.Blackjack.DNA","7825.00000000001","5512","14228","2950","3432.5","3403","3922","6883",5242.81653177941,4902
"211","AC009228.1","13689","12579","11965","1314.5","5771","2526","7631","1895",5242.8903842992,4903
"1869","BDKRB2","14308.6829428731","10177.1965591701","18083.1108041732","2244.90507972477","14002.663411638","1611.36620271945","1749.11085716291","2448.44140714037",5243.25962214687,4904
"14475","NOL3","8124.59964256595","6180.21558216175","13509.9098740248","3107.93271058262","5937.07058604064","3967.95793553965","4448.9885034307","2586.56543664791",5243.62601947062,4905
"10424","LOC100507639","8672.00000000001","14213","126","15458","3432.5","15452","15348","2926",5243.92267211563,4906
"5291","E4F1","2437.71019995377","2522.0271378093","8598.52725330386","4633.04613572138","6968.42565383968","6122.32840812478","4612.21453410045","11868.7047479127",5244.12857037318,4907
"14665","NTN5","14140.203322442","12290.4344919128","13307.4902968216","1909.52677383691","5259.68000452498","3063.56124469546","3631.78206945296","2213.7018769473",5244.2537870054,4908
"16523","PSME3IP1","1298.93095158008","866.184410017283","11189.984682593","8541.19722286734","8917.06860542616","8892.02954755768","5227.82977933751","12847.2927953828",5244.90458573237,4909
"16022","POLR3H","2573.90666658507","2178.55056056077","9581.57790485285","5637.23781036425","8358.13193257987","5339.65821223375","4119.44550701065","10292.5755287337",5245.43085997125,4910
